Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
105.7	38.44	-13.09	-42.11	32.19	-8.24	0.74	0.68	-0.002	0.0	0.0	0.0	D095_GPS	1.19	1.07
106.35	37.81	-12.91	-43.49	31.77	-9.55	0.65	0.64	-0.002	0.0	0.0	0.0	D096_GPS	1.07	1.02
106.68	37.45	-13.65	-43.92	30.95	-10.06	0.86	0.87	-0.001	0.0	0.0	0.0	D098_GPS	1.34	1.3
105.84	40.3	-8.88	-42.18	34.74	-7.61	1.86	1.86	-0.006	0.0	0.0	0.0	D357_GPS	2.48	2.37
105.1	40.85	-11.12	-42.44	33.45	-9.38	1.67	1.86	-0.004	0.0	0.0	0.0	D360_GPS	2.27	2.37
105.77	39.36	-12.26	-41.78	35.17	-6.63	1.42	1.57	-0.009	0.0	0.0	0.0	D364_GPS	2.0	2.07
106.92	39.17	-10.58	-42.46	34.22	-8.67	1.88	1.86	-0.009	0.0	0.0	0.0	D365_GPS	2.5	2.37
106.44	38.89	-13.23	-42.64	31.45	-9.84	1.57	1.48	-0.008	0.0	0.0	0.0	D367_GPS	2.17	1.98
105.39	38.76	-8.2	-40.41	36.1	-6.24	1.87	1.86	-0.005	0.0	0.0	0.0	D368_GPS	2.49	2.37
106.57	38.21	-12.6	-42.59	35.55	-8.71	0.68	0.78	-0.008	0.0	0.0	0.0	D371_GPS	1.11	1.19
108.19	36.83	-12.43	-42.71	32.87	-9.24	1.93	1.91	-0.011	0.0	0.0	0.0	D375_GPS	2.55	2.42
108.97	35.66	-12.68	-42.71	34.31	-10.82	1.25	1.52	-0.01	0.0	0.0	0.0	D377_GPS	1.81	2.02
107.68	34.26	-7.6	-43.94	38.54	-11.67	1.58	1.23	-0.009	0.0	0.0	0.0	D385_GPS	2.18	1.71
89.24	29.7	1.42	-16.02	42.83	20.08	0.59	0.56	0.031	0.0	0.0	0.0	DANA_GPS	0.99	0.92
97.38	37.38	-6.1	-35.42	35.1	-0.58	0.52	0.52	-0.013	0.0	0.0	0.0	DLHA_GPS	0.9	0.87
82.82	28.98	-4.63	-12.37	33.94	24.52	0.57	0.6	0.111	0.0	0.0	0.0	DLPA_GPS	0.97	0.97
100.2	40.98	-10.3	-40.71	30.68	-5.96	0.54	0.54	0.001	0.0	0.0	0.0	DXIN_GPS	0.93	0.89
105.13	38.05	-12.98	-41.41	30.83	-7.18	0.67	0.68	-0.002	0.0	0.0	0.0	G001_GPS	1.1	1.07
105.89	37.54	-12.56	-41.48	33.19	-7.72	0.62	0.67	-0.002	0.0	0.0	0.0	G002_GPS	1.03	1.06
105.55	37.52	-12.16	-41.06	32.71	-7.22	0.58	0.65	-0.001	0.0	0.0	0.0	G003_GPS	0.98	1.03
105.18	37.58	-12.56	-40.99	30.53	-6.81	0.88	0.89	-0.001	0.0	0.0	0.0	G004_GPS	1.37	1.32
