Lon,Lat,E.vel,N.vel,E.adj,N.adj,E.sig,N.sig,Corr,U.vel,U.adj,U.sig,Stat,Ref
34.8717,28.5515,0.38,11.4,26.8,23.38,0.15,0.13,0.001,-0.41,-0.41,3.01,TAYS_GPS,hamiel_2021_eura
34.872,28.552,0.02,11.53,26.44,23.51,0.47,0.46,0.002,-33.51,-33.51,5.94,TAYS_GPS,gomez_2020_eura
56.1123,22.1865,5.86,24.94,33.6,31.93,0.18,0.17,-0.017,2.35,2.35,0.88,YIBL_GPS,viltres_2022_eura
56.1123,22.1865,5.7,24.91,33.44,31.9,0.58,0.59,0.004,-0.41,-0.41,3.0,YIBL_GPS,saleh_2015_eura
56.11234,22.18646,6.24,24.67,33.98,31.66,0.56,0.54,-0.037,-0.42,-0.42,1.83,YIBL_GPS,castro_2021_eura
56.112,22.186,5.57,24.88,33.31,31.87,0.34,0.28,0.0,0.21,0.21,3.0,YIBL_GPS,graham_2021_eura
56.1123,22.1865,5.91,24.97,0.0,0.0,0.1,0.08,0.001,-0.66,0.0,0.31,YIBL_GPS,serpelloni_2022_eura
56.112,22.186,9.38,27.22,37.12,34.21,1.19,1.18,-0.002,0.7,0.7,3.0,YIBL_GPS,reilinger_2006_eura
56.112,22.186,7.36,24.84,35.1,31.83,0.18,0.17,0.0,0.07,0.07,3.0,YIBL_GPS,nocquet_2012_eura
56.112,22.186,5.56,25.38,33.3,32.37,0.13,0.13,-0.006,-0.39,-0.39,0.31,YIBL_GPS,sokhadze_2018_eura
56.1123,22.1865,5.92,25.36,33.66,32.35,0.16,0.15,-0.01,0.1,0.1,3.0,YIBL_GPS,bougrine_2019_eura
56.1123,22.1865,6.07,24.9,33.81,31.89,0.27,0.22,0.016,-0.18,-0.18,3.09,YIBL_GPS,khorrami_2019_eura
20.794,41.127,0.88,-2.28,24.27,12.13,0.19,0.2,-0.006,-4.33,-4.33,4.97,ORID_GPS,england_2016_eura
20.794,41.12731,0.74,-2.49,24.13,11.92,0.31,0.32,-0.011,0.89,0.89,1.78,ORID_3PS,ergintav_2023_eura
20.794,41.12731,0.74,-2.49,24.13,11.92,0.31,0.32,-0.011,0.89,0.89,1.78,ORID_5PS,ergintav_2023_eura
20.79405,41.12731,0.72,-2.79,24.11,11.62,0.22,0.18,0.001,0.65,0.65,0.27,ORID_GPS,euref_all_eura
20.794,41.127,0.58,-2.88,23.97,11.53,0.15,0.15,0.0,0.09,0.09,3.0,ORID_GPS,nocquet_2012_eura
20.794,41.127,-0.14,-2.88,23.25,11.53,0.68,0.67,-0.0,1.01,1.01,3.0,ORID_GPS,reilinger_2006_eura
20.794,41.127,0.7,-2.69,24.09,11.72,0.2,0.2,0.003,-13.78,-13.78,1.24,ORID_GPS,briole_2021_eura
20.794,41.1273,0.62,-2.73,24.01,11.68,0.12,0.12,0.0,0.36,0.36,0.45,ORID_GPS,pinaValdes_2022_eura
20.794,41.1273,0.6,-2.67,0.0,0.0,0.04,0.04,0.001,-0.06,0.0,0.19,ORID_GPS,serpelloni_2022_eura
20.79405,41.12731,0.81,-2.41,24.2,12.0,0.33,0.34,-0.004,-0.06,-0.06,3.04,ORID_GPS,floyd_2023_eura
20.794,41.12731,0.74,-2.49,24.13,11.92,0.31,0.32,-0.011,0.89,0.89,1.78,ORID_GPS,ergintav_2023_eura
23.004,40.567,0.93,-7.73,24.76,6.35,0.23,0.22,0.046,-5.62,-5.62,4.15,AUT1_GPS,england_2016_eura
23.004,40.567,1.09,-7.05,24.92,7.03,0.2,0.2,0.001,-10.13,-10.13,0.89,AUT1_GPS,briole_2021_eura
23.0037,40.5668,1.21,-7.12,25.04,6.96,0.14,0.15,0.0,-1.83,-1.83,0.44,AUT1_GPS,pinaValdes_2022_eura
23.0037,40.56682,0.92,-7.36,24.75,6.72,0.27,0.28,-0.01,-1.09,-1.09,1.71,AUT1_2IZ,ergintav_2023_eura
23.004,40.567,0.56,-8.0,24.39,6.08,0.21,0.2,0.06,0.09,0.09,3.0,AUT1_GPS,nocquet_2012_eura
23.0037,40.5668,2.02,-6.7,0.0,0.0,0.08,0.08,0.001,-1.78,0.0,0.23,AUT1_GPS,serpelloni_2022_eura
23.00371,40.56681,1.52,-6.84,25.35,7.24,0.32,0.22,0.001,-1.36,-1.36,0.22,AUT1_GPS,euref_all_eura
23.00372,40.56682,1.01,-7.31,24.84,6.77,0.27,0.29,-0.008,-1.9,-1.9,2.02,AUT1_GPS,floyd_2023_eura
23.864,38.047,-17.44,-25.62,6.89,-11.67,0.25,0.27,-0.002,-5.06,-5.06,3.32,NOA1_GPS,england_2016_eura
23.864,38.04706,-16.47,-25.43,7.86,-11.48,0.22,0.22,0.001,0.65,0.65,0.13,NOA1_GPS,euref_all_eura
23.864,38.047,-17.41,-25.53,6.92,-11.58,0.24,0.26,0.0,0.09,0.09,3.0,NOA1_GPS,nocquet_2012_eura
23.864,38.0471,-16.47,-25.57,7.86,-11.62,0.16,0.18,0.0,0.27,0.27,0.61,NOA1_GPS,pinaValdes_2022_eura
23.864,38.047,-16.14,-25.21,8.19,-11.26,0.2,0.3,0.001,0.38,0.38,0.94,NOA1_GPS,briole_2021_eura
23.864,38.0471,-16.51,-25.38,0.0,0.0,0.11,0.22,0.001,0.44,0.0,0.5,NOA1_GPS,serpelloni_2022_eura
23.86403,38.04706,-16.46,-25.05,7.87,-11.1,0.29,0.28,-0.005,-0.86,-0.86,1.33,NOA1_GPS,floyd_2023_eura
23.864,38.04706,-16.51,-25.07,7.82,-11.12,0.29,0.28,-0.01,-0.24,-0.24,0.77,NOA1_2AT,ergintav_2023_eura
24.071,35.533,-17.04,-25.71,7.62,-11.79,0.23,0.22,-0.017,-4.04,-4.04,4.22,TUC2_GPS,england_2016_eura
24.0706,35.5332,-16.86,-26.02,7.8,-12.1,0.14,0.15,0.0,-0.55,-0.55,0.51,TUC2_GPS,pinaValdes_2022_eura
24.071,35.533,-17.0,-25.98,7.66,-12.06,0.21,0.21,0.001,7.63,7.63,1.34,TUC2_GPS,briole_2021_eura
24.07056,35.53319,-16.55,-25.77,8.11,-11.85,0.34,0.36,-0.0,-2.48,-2.48,2.25,TUC2_GPS,floyd_2023_eura
24.0705,35.53319,-16.58,-25.76,8.08,-11.84,0.33,0.35,0.0,-2.03,-2.03,1.47,TUC2_2KY,ergintav_2023_eura
24.0705,35.53319,-16.58,-25.76,8.08,-11.84,0.33,0.35,0.0,-2.03,-2.03,1.47,TUC2_3KY,ergintav_2023_eura
24.07058,35.53319,-16.84,-26.22,7.82,-12.3,0.11,0.34,0.001,-0.15,-0.15,0.59,TUC2_GPS,euref_all_eura
24.0706,35.5332,-16.78,-25.59,0.0,0.0,0.06,0.05,0.001,-1.24,0.0,0.23,TUC2_GPS,serpelloni_2022_eura
24.071,35.533,-16.43,-25.38,8.23,-11.46,0.21,0.2,-0.02,0.1,0.1,3.0,TUC2_GPS,nocquet_2012_eura
20.25,39.53,-8.2,0.44,15.35,14.93,0.8,0.8,0.002,-3.15,-3.15,4.4,IGOU_GPS,england_2016_eura
20.25,39.53,-8.21,-0.1,15.34,14.39,0.79,0.79,0.0,0.09,0.09,3.0,IGOU_GPS,nocquet_2012_eura
20.69,38.85,-2.78,-11.17,20.95,3.26,0.78,0.81,0.002,-3.13,-3.13,4.02,LEFK_GPS,england_2016_eura
20.69,38.85,-2.7,-11.61,21.03,2.82,0.77,0.8,0.0,0.09,0.09,3.0,LEFK_GPS,nocquet_2012_eura
20.54,41.77,0.81,-1.97,24.05,12.48,0.59,0.52,-0.002,-4.47,-4.47,5.48,0801_GPS,england_2016_eura
20.54,41.77,0.43,-2.64,23.67,11.81,0.57,0.49,0.0,0.09,0.09,3.0,801_GPS,nocquet_2012_eura
22.01,41.77,0.82,-2.41,24.3,11.82,0.52,0.51,0.0,-5.49,-5.49,5.1,0804_GPS,england_2016_eura
22.01,41.77,0.34,-2.92,23.82,11.31,0.5,0.49,0.0,0.09,0.09,3.0,804_GPS,nocquet_2012_eura
22.01186,41.76495,1.29,-3.13,24.77,11.1,0.75,0.76,-0.018,0.23,0.23,3.58,0804_GPS,floyd_2023_eura
22.0118,41.76495,1.2,-3.2,24.68,11.03,0.74,0.75,-0.02,1.15,1.15,1.13,0804_GPS,ergintav_2023_eura
22.78,41.33,1.03,-3.04,24.71,11.08,0.51,0.5,-0.0,-5.82,-5.82,4.67,0805_GPS,england_2016_eura
22.77983,41.32704,1.35,-3.92,25.03,10.2,0.77,0.79,-0.018,-3.46,-3.46,10.83,0805_GPS,floyd_2023_eura
22.7798,41.32704,1.27,-3.98,24.95,10.14,0.76,0.78,-0.02,-2.6,-2.6,3.37,0805_GPS,ergintav_2023_eura
22.78,41.33,0.55,-3.42,24.23,10.7,0.5,0.49,0.0,0.09,0.09,3.0,805_GPS,nocquet_2012_eura
21.79,40.93,0.9,-3.57,24.48,10.7,0.9,0.82,-0.0,-4.93,-4.93,4.56,0806_GPS,england_2016_eura
21.79,40.93,0.56,-4.02,24.14,10.25,0.89,0.81,0.0,0.09,0.09,3.0,806_GPS,nocquet_2012_eura
21.787,40.93117,1.17,-4.69,24.75,9.58,1.21,1.17,-0.02,-6.34,-6.34,6.84,0806_GKG,ergintav_2023_eura
21.78707,40.93117,1.23,-4.63,24.81,9.64,1.21,1.17,-0.023,-7.22,-7.22,6.88,0806_GPS,floyd_2023_eura
20.82,40.93,0.43,-1.36,23.85,13.05,0.58,0.5,-0.0,-4.25,-4.25,4.84,0807_GPS,england_2016_eura
20.8204,40.93232,1.41,-2.19,24.83,12.22,0.76,0.78,-0.02,3.91,3.91,3.71,0807_GPS,ergintav_2023_eura
20.82049,40.93232,1.45,-2.12,24.87,12.29,0.77,0.79,-0.017,2.98,2.98,3.71,0807_GPS,floyd_2023_eura
20.82,40.93,0.16,-1.94,23.58,12.47,0.57,0.49,0.0,0.09,0.09,3.0,807_GPS,nocquet_2012_eura
19.95,40.71,-2.45,-0.28,20.87,14.25,0.82,0.51,0.0,-3.53,-3.53,5.06,BERA_GPS,england_2016_eura
19.9563,40.7029,-0.93,-0.09,0.0,0.0,0.08,0.09,0.001,-0.83,0.0,0.31,BER1_GPS,serpelloni_2022_eura
19.9455,40.7082,-0.98,-0.54,0.0,0.0,0.08,0.07,0.001,0.09,0.0,0.19,BERA_GPS,serpelloni_2022_eura
19.956,40.703,-1.13,-0.54,22.19,13.99,0.21,0.21,0.004,-14.69,-14.69,1.41,BERA_GPS,briole_2021_eura
19.9455,40.7082,-1.18,-0.43,22.14,14.1,0.21,0.18,0.0,-0.49,-0.49,0.72,BER0_GPS,pinaValdes_2022_eura
19.9563,40.7029,-0.95,-0.11,22.37,14.42,0.19,0.22,0.0,-0.45,-0.45,0.75,BERA_GPS,pinaValdes_2022_eura
19.95,40.71,-2.64,-0.94,20.68,13.59,0.81,0.49,0.0,0.09,0.09,3.0,BERA_GPS,nocquet_2012_eura
19.9455,40.7082,-0.92,-0.52,22.4,14.01,0.2,0.51,0.001,0.32,0.32,0.17,BERA_GPS,euref_all_eura
20.8,41.99,0.66,-0.88,23.9,13.53,0.52,0.52,-0.001,-4.76,-4.76,5.55,M108_GPS,england_2016_eura
20.79802,41.99197,1.65,-1.9,24.89,12.51,0.77,0.8,-0.006,-2.22,-2.22,3.99,M108_GPS,floyd_2023_eura
20.8,41.99,0.24,-1.54,23.48,12.87,0.49,0.49,0.0,0.09,0.09,3.0,M108_GPS,nocquet_2012_eura
20.798,41.99197,1.59,-2.0,24.83,12.41,0.75,0.78,-0.01,-1.23,-1.23,2.31,M108_GPS,ergintav_2023_eura
21.05,41.66,0.84,-2.12,24.18,12.25,0.59,0.51,-0.001,-4.77,-4.77,5.25,M110_GPS,england_2016_eura
21.05209,41.66058,1.25,-3.27,24.59,11.1,0.77,0.79,-0.014,-1.17,-1.17,3.81,M110_GPS,floyd_2023_eura
21.05,41.66,0.45,-2.73,23.79,11.64,0.57,0.49,0.0,0.09,0.09,3.0,M110_GPS,nocquet_2012_eura
21.052,41.66058,1.18,-3.35,24.52,11.02,0.76,0.78,-0.02,-0.2,-0.2,1.42,M110_GPS,ergintav_2023_eura
21.4,41.7,-0.03,-2.66,23.36,11.66,0.66,0.66,-0.0,-5.03,-5.03,5.18,M111_GPS,england_2016_eura
21.404,41.70379,0.7,-3.47,24.09,10.85,0.98,1.1,-0.07,-0.52,-0.52,1.63,M111_GPS,ergintav_2023_eura
21.40402,41.70379,0.78,-3.4,24.17,10.92,0.99,1.11,-0.063,-1.47,-1.47,4.61,M111_GPS,floyd_2023_eura
21.4,41.7,-0.45,-3.23,22.94,11.09,0.65,0.65,0.0,0.09,0.09,3.0,M111_GPS,nocquet_2012_eura
21.8,41.99,0.33,-2.57,23.74,11.69,0.59,0.59,0.0,-5.45,-5.45,5.3,M112_GPS,england_2016_eura
21.7981,41.98616,0.9,-2.3,24.31,11.96,0.4,0.49,0.009,2.12,2.12,1.7,M112_GPS,ergintav_2023_eura
21.79819,41.98616,0.98,-2.22,24.39,12.04,0.41,0.5,0.02,1.17,1.17,3.12,M112_GPS,floyd_2023_eura
21.8,41.99,-0.16,-3.12,23.25,11.14,0.57,0.57,0.0,0.09,0.09,3.0,M112_GPS,nocquet_2012_eura
22.96,41.79,0.5,-3.21,24.13,10.88,0.66,0.51,0.001,-6.16,-6.16,4.99,M116_GPS,england_2016_eura
22.96,41.79,-0.06,-3.61,23.57,10.48,0.65,0.49,0.0,0.09,0.09,3.0,M116_GPS,nocquet_2012_eura
22.9633,41.78938,0.6,-3.59,24.23,10.5,0.77,0.79,-0.02,-0.25,-0.25,1.44,M116_GPS,ergintav_2023_eura
22.96333,41.78938,0.7,-3.52,24.33,10.57,0.78,0.8,-0.019,-1.13,-1.13,3.52,M116_GPS,floyd_2023_eura
22.51,41.78,-0.24,-2.26,23.32,11.9,0.59,0.51,0.001,-5.84,-5.84,5.03,M117_GPS,england_2016_eura
22.5069,41.78057,0.57,-2.92,24.13,11.24,0.37,0.39,0.039,1.41,1.41,1.19,M117_GPS,ergintav_2023_eura
22.51,41.78,-0.76,-2.72,22.8,11.44,0.57,0.49,0.0,0.09,0.09,3.0,M117_GPS,nocquet_2012_eura
22.50691,41.78057,0.66,-2.85,24.22,11.31,0.38,0.4,0.046,0.51,0.51,2.83,M117_GPS,floyd_2023_eura
22.88,41.54,1.27,-2.72,24.93,11.38,0.52,0.51,0.0,-5.99,-5.99,4.81,M119_GPS,england_2016_eura
22.8747,41.54076,1.43,-3.33,25.09,10.77,0.76,0.79,-0.02,-1.77,-1.77,2.66,M119_GPS,ergintav_2023_eura
22.87478,41.54076,1.52,-3.27,25.18,10.83,0.77,0.8,-0.019,-2.64,-2.64,3.44,M119_GPS,floyd_2023_eura
22.88,41.54,0.74,-3.11,24.4,10.99,0.5,0.49,0.0,0.09,0.09,3.0,M119_GPS,nocquet_2012_eura
22.31,41.51,0.32,-3.26,23.89,10.93,0.58,0.51,0.0,-5.57,-5.57,4.86,M120_GPS,england_2016_eura
22.31,41.51,-0.15,-3.72,23.42,10.47,0.57,0.49,0.0,0.09,0.09,3.0,M120_GPS,nocquet_2012_eura
22.3102,41.50959,0.8,-3.86,24.37,10.33,0.37,0.38,0.039,1.29,1.29,1.18,M120_GPS,ergintav_2023_eura
22.31021,41.50959,0.89,-3.79,24.46,10.4,0.38,0.39,0.039,0.39,0.39,2.75,M120_GPS,floyd_2023_eura
21.65,41.33,0.05,-3.02,23.54,11.27,0.58,0.5,-0.0,-5.03,-5.03,4.86,M121_GPS,england_2016_eura
21.65,41.32821,0.94,-3.71,24.43,10.58,0.75,0.76,-0.01,0.96,0.96,1.13,M121_GPS,ergintav_2023_eura
21.65001,41.32821,1.0,-3.63,24.49,10.66,0.76,0.77,-0.005,0.05,0.05,3.53,M121_GPS,floyd_2023_eura
21.65,41.33,-0.35,-3.53,23.14,10.76,0.57,0.49,0.0,0.09,0.09,3.0,M121_GPS,nocquet_2012_eura
21.21,41.44,0.32,-2.66,23.72,11.69,0.58,0.51,-0.001,-4.77,-4.77,5.05,M122_GPS,england_2016_eura
21.20763,41.43648,1.41,-3.3,24.81,11.05,0.75,0.76,-0.017,-1.33,-1.33,3.64,M122_GPS,floyd_2023_eura
21.21,41.44,-0.05,-3.23,23.35,11.12,0.57,0.49,0.0,0.09,0.09,3.0,M122_GPS,nocquet_2012_eura
21.2076,41.43648,1.35,-3.37,24.75,10.98,0.74,0.75,-0.02,-0.39,-0.39,1.46,M122_GPS,ergintav_2023_eura
20.68,41.43,-0.12,-2.51,23.2,11.92,0.59,0.51,-0.001,-4.4,-4.4,5.21,M123_GPS,england_2016_eura
20.6815,41.43045,0.85,-2.86,24.17,11.57,0.73,0.75,-0.01,0.14,0.14,1.22,M123_GPS,ergintav_2023_eura
20.68159,41.43045,0.91,-2.78,24.23,11.65,0.74,0.76,-0.01,-0.82,-0.82,3.78,M123_GPS,floyd_2023_eura
20.68,41.43,-0.46,-3.14,22.86,11.29,0.57,0.49,0.0,0.09,0.09,3.0,M123_GPS,nocquet_2012_eura
20.52,41.24,-1.14,-1.4,22.18,13.05,0.52,0.51,-0.001,-4.19,-4.19,5.14,M124_GPS,england_2016_eura
20.52,41.24,-1.45,-2.04,21.87,12.41,0.5,0.49,0.0,0.09,0.09,3.0,M124_GPS,nocquet_2012_eura
20.5234,41.24351,-0.42,-1.73,22.9,12.72,0.74,0.75,-0.01,0.57,0.57,1.17,M124_GPS,ergintav_2023_eura
20.52345,41.24351,-0.37,-1.65,22.95,12.8,0.75,0.76,-0.004,-0.39,-0.39,3.78,M124_GPS,floyd_2023_eura
21.03,41.23,2.19,-2.26,25.6,12.12,0.51,0.51,-0.001,-4.54,-4.54,4.96,M125_GPS,england_2016_eura
21.03,41.23,1.85,-2.84,25.26,11.54,0.5,0.49,0.0,0.09,0.09,3.0,M125_GPS,nocquet_2012_eura
21.0328,41.22741,3.05,-3.25,26.46,11.13,0.91,0.92,-0.01,-0.26,-0.26,1.34,M125_GPS,ergintav_2023_eura
21.03282,41.22741,3.11,-3.18,26.52,11.2,0.92,0.93,-0.009,-1.2,-1.2,3.67,M125_GPS,floyd_2023_eura
21.18,41.0,1.07,-2.7,24.54,11.66,0.58,0.5,-0.001,-4.54,-4.54,4.77,M127_GPS,england_2016_eura
21.1822,41.00154,1.17,-3.09,24.64,11.26,0.36,0.38,0.038,0.97,0.97,1.22,M127_GKG,ergintav_2023_eura
21.18,41.0,0.76,-3.24,24.23,11.12,0.57,0.49,0.0,0.09,0.09,3.0,M127_GPS,nocquet_2012_eura
21.18229,41.00154,1.22,-3.02,24.69,11.33,0.37,0.39,0.042,0.06,0.06,2.86,M127_GPS,floyd_2023_eura
22.21,41.16,1.46,-3.68,25.07,10.52,0.51,0.5,-0.0,-5.34,-5.34,4.63,M129_GPS,england_2016_eura
22.2053,41.16155,1.83,-4.57,25.44,9.63,0.75,0.76,-0.01,-2.21,-2.21,2.91,M129_GPS,ergintav_2023_eura
22.20533,41.16155,1.91,-4.51,25.52,9.69,0.76,0.77,-0.01,-3.09,-3.09,3.39,M129_GPS,floyd_2023_eura
22.21,41.16,1.06,-4.11,24.67,10.09,0.5,0.49,0.0,0.09,0.09,3.0,M129_GPS,nocquet_2012_eura
20.47,41.59,-0.02,-1.58,23.24,12.88,0.82,0.59,-0.001,-4.33,-4.33,5.38,MAQE_GPS,england_2016_eura
20.4709,41.58704,-0.08,-4.03,23.18,10.43,1.05,0.83,-0.0,7.13,7.13,6.65,MAQE_GPS,ergintav_2023_eura
20.47093,41.58704,-0.02,-3.94,23.24,10.52,1.06,0.84,0.002,6.14,6.14,5.35,MAQE_GPS,floyd_2023_eura
20.47,41.59,-0.36,-2.24,22.9,12.22,0.81,0.57,0.0,0.09,0.09,3.0,MAQE_GPS,nocquet_2012_eura
19.51,40.41,-0.41,2.34,22.88,16.93,0.98,0.67,0.001,-3.07,-3.07,5.11,VLOR_GPS,england_2016_eura
19.51,40.41,-0.53,1.66,22.76,16.25,0.97,0.65,0.0,0.09,0.09,3.0,VLOR_GPS,nocquet_2012_eura
19.5045,40.40844,0.4,1.25,23.69,15.84,1.7,0.91,-0.0,0.09,0.09,1.23,VLOR_GPS,ergintav_2023_eura
37.113,37.747,-11.08,5.2,15.09,16.71,1.19,1.18,-0.023,-14.95,-14.95,11.57,ABEY_GPS,england_2016_eura
37.1126,37.74662,-13.45,8.09,12.72,19.6,0.68,0.72,-0.03,2.25,2.25,2.02,ABEY_GPS,ergintav_2023_eura
37.113,37.747,-10.64,11.57,15.53,23.08,0.77,0.8,-0.026,-12.4,-12.4,8.94,ABEY_GPS,gomez_2020_eura
37.113,37.747,-12.81,8.27,13.36,19.78,0.69,0.68,-0.011,0.94,0.94,3.0,ABEY_GPS,reilinger_2006_eura
37.11263,37.74662,-12.51,7.57,13.66,19.08,0.32,0.34,0.011,-3.19,-3.19,3.03,ABEY_GPS,kurt_2023_eura
37.113,37.747,-12.6,8.11,13.57,19.62,0.42,0.41,0.0,0.08,0.08,3.0,ABEY_GPS,nocquet_2012_eura
30.644,38.769,-21.67,-4.37,3.55,8.42,0.46,0.49,-0.029,-10.43,-10.43,6.74,AFYO_GPS,england_2016_eura
30.64437,38.76888,-20.88,-3.26,4.34,9.53,1.41,0.95,-0.01,-0.85,-0.85,4.39,AFYO_GPS,floyd_2023_eura
30.644,38.769,-21.97,-2.62,3.25,10.17,0.84,0.74,0.018,0.97,0.97,3.0,AFYO_GPS,reilinger_2006_eura
30.64437,38.76888,-22.47,-3.0,2.75,9.79,0.17,0.21,-0.067,4.1,4.1,3.06,AFYO_GSU,kurt_2023_eura
30.644,38.769,-21.99,-2.88,3.23,9.91,0.45,0.42,0.0,0.08,0.08,3.0,AFYO_GPS,nocquet_2012_eura
30.6443,38.76888,-20.99,-3.19,4.23,9.6,1.4,0.94,-0.01,-0.5,-0.5,0.96,AFYO_GPS,ergintav_2023_eura
30.761,40.589,-12.5,-2.27,12.51,10.49,0.73,0.74,-0.022,-11.23,-11.23,7.12,AGOK_GPS,england_2016_eura
30.7611,40.58886,-13.59,-1.64,11.42,11.12,0.68,0.73,-0.0,0.68,0.68,0.68,AGOK_GPS,ergintav_2023_eura
30.76109,40.58886,-18.07,-1.95,6.94,10.81,0.28,0.33,-0.043,5.88,5.88,3.06,AGOK_GDU,kurt_2023_eura
30.7611,40.58886,-13.44,-1.7,11.57,11.06,0.7,0.75,-0.002,0.21,0.21,4.03,AGOK_GPS,floyd_2023_eura
30.7611,40.58886,-18.97,-2.05,6.04,10.71,0.55,0.58,-0.018,-0.37,-0.37,3.65,AGOK_GPS,floyd_2023_eura
30.7611,40.58886,-19.12,-1.99,5.89,10.77,0.52,0.55,-0.02,0.1,0.1,1.07,AGOK_GDU,ergintav_2023_eura
30.761,40.589,-13.72,-1.35,11.29,11.41,0.6,0.61,0.0,0.08,0.08,3.0,AGOK_GPS,nocquet_2012_eura
30.761,40.589,-13.78,-1.23,11.23,11.53,0.78,0.79,0.0,0.97,0.97,3.0,AGOK_GPS,reilinger_2006_eura
30.68,40.538,-16.47,-1.76,8.53,11.02,0.66,0.68,-0.026,-11.15,-11.15,7.05,AGUZ_GPS,england_2016_eura
30.68037,40.53834,-19.55,-2.36,5.45,10.42,0.49,0.58,-0.021,5.9,5.9,3.06,AGUZ_GDU,kurt_2023_eura
30.68038,40.53834,-17.56,-1.57,7.44,11.21,0.83,0.91,0.009,-0.49,-0.49,6.2,AGUZ_GPS,floyd_2023_eura
30.6803,40.53834,-21.86,-2.76,3.14,10.02,1.65,1.86,-0.07,-3.91,-3.91,4.89,AGUZ_GDU,ergintav_2023_eura
30.6803,40.53834,-17.69,-1.52,7.31,11.26,0.81,0.89,0.01,-0.03,-0.03,1.15,AGUZ_GPS,ergintav_2023_eura
30.68,40.538,-17.67,-0.84,7.33,11.94,0.52,0.54,0.0,0.08,0.08,3.0,AGUZ_GPS,nocquet_2012_eura
30.68,40.538,-17.72,-0.73,7.28,12.05,0.67,0.7,0.026,0.97,0.97,3.0,AGUZ_GPS,reilinger_2006_eura
27.873,39.006,-21.16,-11.21,3.63,2.07,0.54,0.52,-0.011,-8.46,-8.46,4.97,AKGA_GPS,england_2016_eura
27.873,39.006,-21.71,-10.38,3.08,2.9,0.68,0.66,0.014,0.98,0.98,3.0,AKGA_GPS,reilinger_2006_eura
27.87274,39.00566,-24.11,-11.06,0.68,2.22,0.09,0.1,-0.018,7.08,7.08,3.12,AKGA_GPS,kurt_2023_eura
27.87274,39.00566,-22.55,-10.13,2.24,3.15,1.14,1.29,-0.003,-3.05,-3.05,8.04,AKGA_GPS,floyd_2023_eura
27.8727,39.00566,-22.65,-10.1,2.14,3.18,1.14,1.29,0.0,-2.56,-2.56,2.76,AKGA_GPS,ergintav_2023_eura
27.873,39.006,-21.68,-10.53,3.11,2.75,0.5,0.48,0.0,0.09,0.09,3.0,AKGA_GPS,nocquet_2012_eura
39.702,40.974,2.86,-0.24,29.03,10.71,1.6,1.58,-0.018,-17.89,-17.89,13.44,AKTO_GPS,england_2016_eura
39.702,40.974,-0.01,2.33,26.16,13.28,0.37,0.36,0.0,0.07,0.07,3.0,AKTO_GPS,nocquet_2012_eura
39.7017,40.97362,0.36,1.65,26.53,12.6,0.7,0.73,0.008,5.52,5.52,3.81,AKTO_GPS,ergintav_2023_eura
39.7017,40.97362,-0.52,2.28,25.65,13.23,0.12,0.13,-0.034,-1.84,-1.84,3.03,AKTO_GPS,kurt_2023_eura
39.702,40.974,-0.16,2.47,26.01,13.42,0.47,0.45,0.009,0.93,0.93,3.0,AKTO_GPS,reilinger_2006_eura
28.483,38.315,-22.85,-14.31,2.12,-1.13,0.72,0.67,-0.007,-8.62,-8.62,5.29,ALSE_GPS,england_2016_eura
28.483,38.315,-23.32,-13.24,1.65,-0.06,0.96,0.89,0.004,0.98,0.98,3.0,ALSE_GPS,reilinger_2006_eura
28.483,38.315,-23.28,-13.41,1.69,-0.23,0.69,0.64,0.0,0.09,0.09,3.0,ALSE_GPS,nocquet_2012_eura
28.48538,38.31885,-23.0,-12.62,1.96,0.56,0.15,0.16,0.043,5.78,5.78,3.11,KZLC_GPS,kurt_2023_eura
30.609,36.829,-12.52,-9.98,12.9,2.81,0.54,0.5,-0.025,-9.63,-9.63,6.92,ANTG_GPS,england_2016_eura
30.6093,36.8285,-12.58,-8.66,12.84,4.13,0.52,0.54,-0.04,-5.28,-5.28,4.93,ANTG_GPS,ergintav_2023_eura
30.6094,36.8285,-13.14,-7.12,12.28,5.67,0.41,0.37,0.0,-3.68,-3.68,1.59,ANTA_GPS,pinaValdes_2022_eura
30.609,36.829,-12.82,-8.39,12.6,4.4,0.39,0.35,0.0,0.09,0.09,3.0,ANTG_GPS,nocquet_2012_eura
30.60935,36.8285,-12.5,-8.75,12.92,4.04,0.54,0.56,-0.044,-5.51,-5.51,6.3,ANTG_GPS,floyd_2023_eura
30.60941,36.82851,-13.47,-6.52,11.95,6.27,0.05,0.04,0.035,2.12,2.12,3.09,ANTA_GPS,kurt_2023_eura
30.609,36.829,-12.94,-8.19,12.48,4.6,0.63,0.58,-0.038,0.97,0.97,3.0,ANTG_GPS,reilinger_2006_eura
27.214,40.171,-19.93,-9.67,4.61,3.73,0.69,0.7,-0.006,-8.47,-8.47,4.93,ARAK_GPS,england_2016_eura
27.214,40.171,-20.62,-9.27,3.92,4.13,0.66,0.67,0.0,0.09,0.09,3.0,ARAK_GPS,nocquet_2012_eura
27.214,40.171,-20.64,-9.13,3.9,4.27,0.92,0.93,0.05,0.99,0.99,3.0,ARAK_GPS,reilinger_2006_eura
25.566,40.928,1.06,-2.67,25.24,11.0,0.47,0.46,-0.007,-7.61,-7.61,4.67,ASKT_GPS,england_2016_eura
